student.id,generation,educational.model,level,gender,age,max.degree.parents,father.education.complete,father.education.summary,mother.education.complete,mother.education.summary,parents.exatec,father.exatec,mother.exatec,tec.no.tec,foreign,zone.type,first.generation,school,program,region,PNA,admission.test,online.test,english.evaluation,admission.rubric,general.math.eval,retention,FTE,scholarship.perc,scholarship.type,loan.perc,total.scholarship.loan,school.cost,id.school.origin,socioeconomic.level,social.lag,average.first.period,failed.subject.first.period,dropped.subject.first.period,dropout.semester,physical.education,cultural.diffusion,student.society,total.life.activities,athletic.sports,art.culture,student.society.leadership,life.work.mentoring,wellness.activities
3922,AD15,0,High School,Male,14,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,83,1040,0,0,40,Does not apply,1,1,0,No scholarship,0,0,Not defined,School 3088,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
47811,AD14,0,Undergraduate,Male,17,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EIC,IQP,RM,"91,69",Does not apply ,0,6,,95,1,"1,08","0,15",Traditional,0,"0,150011183",High cost,School 7371,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
23592,AD17,0,High School,Male,16,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,84,1278,0,0,32,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 1607,No information,No information,,,,0,0,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
113922,AD17,0,High School,Female,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,99,1228,0,0,25,Does not apply,1,1,"0,4",Traditional,0,"0,4",Medium cost,School 557,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
63886,AD14,0,High School,Female,14,Master degree,Received master degree,Master degree,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,85,1035,0,0,17,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3808,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
64250,AD14,0,High School,Female,15,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PBB,RCM,96,1245,0,0,21,Does not apply,0,1,"0,3",Traditional,0,"0,299982825",Low cost,School 3571,No information,No information,,,,4,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
59502,AD15,0,High School,Female,15,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,NO TEC,Local,No information,Does not apply,High school,PTM,RCS,"92,5",1252,0,0,50,Does not apply,1,1,"0,2",Traditional,0,"0,2",Medium high cost,School 2087,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
104101,AD20,1,High School,Female,16,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Rural,Does not apply,High school,PBB,RCS,"93,5",1310,0,4,30,Does not apply,1,1,"0,4",Academic talent,0,"0,4",Medium high cost,School 846,Level 3,Medium,"91,5",0,0,0,Does not apply,Does not apply,Does not apply,2,1,0,0,0,1
116733,AD19,1,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Graduated from high school,No degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCM,96,1230,0,3,35,Does not apply,0,1,"0,5",Traditional,0,"0,5",High cost,School 4632,Level 6,Low,"91,16666667",0,0,4,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
6985,AD15,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Yes: National,No information,No information,EN,LIN,RM,82,1389,0,6,40,52,1,"0,92","0,8",Sports talent,0,"0,800028891",Medium cost,School 5356,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
120772,AD20,1,Undergraduate,Female,17,No degree,Graduated from high school,No degree,Received technical or commercial degree,No degree,No,No,No,NO TEC,Local,Rural,Yes,EN,NEG,RCS,88,1200,0,3,48,65.75,1,"0,96",0,No scholarship,0,0,Public,School 5399,Level 6,Low,"98,66666667",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
69698,AD17,0,Undergraduate,Female,18,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,No information,EN,CPF,RM,"95,4",1512,0,6,46,84,1,"1,33","0,6",Academic talent,0,"0,599990211",Medium cost,School 5355,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
62166,AD18,0,High School,Male,15,Master degree,Received undergraduate degree,Undergraduate degree,Received master degree,Master degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,"95,61",1359,0,0,40,Does not apply,0,1,"0,2",Traditional,0,"0,2",Public,School 2821,No information,No information,,,,4,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
235,AD14,0,High School,Male,15,Master degree,No information,No information,Received master degree,Master degree,Yes,No information,Yes,NO TEC,Local,No information,Does not apply,High school,PBB,DR,99,1446,0,0,9,Does not apply,1,1,"0,5",Academic talent,0,"0,499989485",Medium cost,School 3038,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
34070,AD19,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,NO TEC,Local,Urban,Does not apply,High school,PBB,RM,89,1320,0,5,40,Does not apply,1,1,"0,3",Traditional,0,"0,3",Medium high cost,School 3928,No information,No information,"87,5",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
20100,AD18,0,Undergraduate,Female,21,PhD,Received PhD,PhD,Received master degree,Master degree,No,No,No,NO TEC,Local,No information,No,EIC,IMT,RCM,"89,2",1531,0,6,34,48,1,"1,08",0,No scholarship,0,0,High cost,School 5684,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,3,1,0,0,1,1
12811,AD19,1,Undergraduate,Male,17,No degree,Graduated from elementary or middle school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,Urban,Yes,EN,NEG,RM,88,1240,0,1,25,41.75,1,1,0,No scholarship,0,0,Public,School 5421,No information,Low,"87,33333333",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
15120,AD14,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,ECSG,LEC,RCM,"84,36",Does not apply ,0,6,,70,1,"1,08",0,No scholarship,0,0,High cost,School 5325,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
240,AD14,0,High School,Male,15,Undergraduate degree,"Attended university, but did not graduate",No degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,DR,92,1248,0,0,23,Does not apply,1,1,"0,2",Traditional,0,"0,199995794",Medium cost,School 3026,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
2235,AD16,0,High School,Male,15,No degree,No information,No information,Graduated from high school,No degree,No,No information,No,TEC,Local,No information,Does not apply,High school,PBB,DR,84,1518,0,0,,Does not apply,1,1,"0,1",Traditional,0,"0,1",High cost,School 3411,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
28998,AD17,0,High School,Male,15,No degree,"Attended university, but did not graduate",No degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RM,93,1352,0,0,25,Does not apply,1,1,0,No scholarship,0,0,High cost,School 3795,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
4542,AD18,0,High School,Female,99,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RO,95,1187,0,0,40,Does not apply,1,1,"0,3",Traditional,0,"0,3",Medium cost,School 567,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,4,1,1,1,0,1
100777,AD16,0,High School,Female,15,No information,No information,No information,No information,No information,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,90,909,0,0,29,Does not apply,0,1,0,No scholarship,0,0,Medium cost,School 3680,No information,No information,,,,4,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
79481,AD20,1,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EIC,IBQ,RM,"89,74",Does not apply ,0,7,36,48.08388101,1,"0,96",0,No scholarship,0,0,High cost,School 20,No information,Low,90,0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,1,0,1
40869,AD19,1,High School,Male,14,PhD,Received PhD,PhD,Received undergraduate degree,Undergraduate degree,Yes,Yes,No,TEC,Local,Urban,Does not apply,High school,PBB,DR,85,960,0,4,33,Does not apply,1,1,"0,4",Sports talent,0,"0,4",High cost,School 2602,No information,No information,"80,83333333",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
42888,AD17,0,High School,Female,15,Master degree,Received master degree,Master degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,No information,Does not apply,High school,PBB,RO,90,1171,0,0,22,Does not apply,1,1,0,No scholarship,0,0,Medium cost,School 3217,No information,No information,,,,0,1,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
553,AD17,0,High School,Female,14,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Yes,Yes,Yes,NO TEC,Local,No information,Does not apply,High school,PBB,DR,"90,5",1160,0,0,40,Does not apply,1,1,"0,1",Traditional,0,"0,1",Medium cost,School 3026,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
69264,AD19,1,Undergraduate,Male,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Yes: National,Urban,No,EN,NEG,RM,83,Does not apply ,0,5,,70,1,1,0,No scholarship,0,0,High cost,School 5314,No information,No information,"89,66666667",0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
72185,AD20,1,High School,Female,15,PhD,Received PhD,PhD,Received PhD,PhD,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RCS,"82,94",1040,0,6,34,Does not apply,1,1,"0,4",Sports talent,0,"0,4",Medium high cost,School 2290,Level 6,Low,"87,5",0,0,0,Does not apply,Does not apply,Does not apply,3,1,0,1,0,1
75450,AD16,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No,No,No,TEC,Yes: National,No information,No information,ECSG,LRI,DR,"83,84",Does not apply ,0,6,,73,1,"1,08","0,35",Traditional,"0,35","0,699978508",High cost,School 5331,No information,No information,,,,0,0,1,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
53914,AD14,0,Undergraduate,Male,19,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EIC,IME,RCM,"80,56",Does not apply ,0,6,,73,1,"1,08",0,No scholarship,0,0,High cost,School 5325,No information,No information,,,,0,0,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
121352,AD20,1,High School,Male,17,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PTM,RCM,"83,85",76,1,6,42,Does not apply,0,1,0,No scholarship,0,0,High cost,School 2160,No information,No information,"87,88736025",0,0,1,Does not apply,Does not apply,Does not apply,No information,No information,No information,No information,No information,No information
99372,AD15,0,High School,Male,15,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PTM,RCS,99,1369,0,0,30,Does not apply,1,1,"0,6",Academic talent,0,"0,6",Medium high cost,School 3245,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
9194,AD17,0,Undergraduate,Female,18,Master degree,Received master degree,Master degree,Graduated from elementary or middle school,No degree,Yes,Yes,No,NO TEC,Local,No information,No information,ECSG,LEC,RM,87,1433,0,6,25,88,1,"1,25","0,2",Traditional,"0,2","0,40002187",High cost,School 5250,No information,No information,,,,0,0,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
5953,AD14,0,Undergraduate,Male,16,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,No information,EIC,ISD,RM,83,1326,0,6,11,52,1,"0,75",0,No scholarship,0,0,Medium cost,School 8628,No information,No information,,,,0,1,0,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
83716,AD19,1,Undergraduate,Male,18,No degree,Received technical or commercial degree,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,Urban,Yes,EIC,ICT,RO,88,1290,0,4,20,54.25,0,1,0,No scholarship,0,0,Low cost,School 7649,No information,No information,0,0,0,1,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
103967,AD19,1,Undergraduate,Male,17,Master degree,"Attended university, but did not graduate",No degree,Received master degree,Master degree,No,No,No,NO TEC,Yes: National,No information,No,EHE-EAAD,ESC,RCS,88,1210,0,4,15,37.5,0,1,0,No scholarship,0,0,Low cost,School 9741,No information,No information,90,0,0,2,Does not apply,Does not apply,Does not apply,1,0,0,0,1,0
62972,AD15,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No information,No information,No information,TEC,Local,No information,No information,EN,LAF,RCM,"94,21",1561,0,6,,96,1,"1,08","0,8",Academic talent,0,"0,799983699",High cost,School 5328,No information,No information,,,,0,1,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
65827,AD15,0,High School,Male,16,No information,No information,No information,No information,No information,No information,No information,No information,NO TEC,Local,No information,Does not apply,High school,PTM,RCM,75,1294,0,0,40,Does not apply,1,1,0,No scholarship,0,0,High cost,School 238,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
49223,AD18,0,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received technical or commercial degree,No degree,No,No,No,TEC,Local,No information,No,EN,LAE,RM,"78,71",Does not apply ,0,7,,75.5,1,"1,08",0,No scholarship,0,0,High cost,School 7371,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,1,0,0,0,1,0
106346,AD20,1,Undergraduate,Female,19,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,TEC,Local,Urban,No,EIC,IBQ,RM,"90,08",1170,0,7,36,48.08388101,1,"0,96",0,No scholarship,0,0,High cost,School 17,No information,No information,87,0,0,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
13304,AD20,1,Undergraduate,Male,18,Master degree,Received master degree,Master degree,Received master degree,Master degree,No,No,No,NO TEC,Local,Urban,No,EIC,ICT,RM,95,1550,0,6,46,95.25,1,1,"0,6",Traditional,0,"0,6",Low cost,School 9832,Level 7,Low,"98,5",0,0,0,Does not apply,Does not apply,Does not apply,2,0,0,1,0,1
5192,AD20,1,High School,Female,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Local,Urban,Does not apply,High school,PBB,RO,86,1110,0,6,40,Does not apply,1,1,"0,3",Traditional,0,"0,3",Medium cost,School 3926,Level 6,Low,"83,66666667",0,0,0,Does not apply,Does not apply,Does not apply,1,1,0,0,0,0
104479,AD20,1,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,Urban,Does not apply,High school,PBB,RO,"84,5",1290,0,6,27,Does not apply,1,1,0,No scholarship,0,0,Medium high cost,School 2470,Level 6,Low,"90,66666667",0,0,0,Does not apply,Does not apply,Does not apply,3,1,1,1,0,0
59779,AD15,0,High School,Female,15,No degree,Graduated from high school,No degree,Graduated from elementary or middle school,No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PBB,RCS,"88,5",1247,0,0,30,Does not apply,1,1,0,No scholarship,0,0,Low cost,School 2193,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
112418,AD18,0,High School,Male,15,Undergraduate degree,Received undergraduate degree,Undergraduate degree,"Attended university, but did not graduate",No degree,No,No,No,NO TEC,Local,No information,Does not apply,High school,PTM,RO,96,1386,0,0,50,Does not apply,1,1,"0,5",Academic talent,0,"0,5",High cost,School 3500,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,2,1,0,1,0,0
91157,AD17,0,Undergraduate,Male,18,No information,No information,No information,No information,No information,No,No,No,TEC,Local,No information,No information,EIC,ING,RCM,"80,51",Does not apply ,0,6,,76.5,1,"1,08",0,No scholarship,0,0,High cost,School 5325,No information,No information,,,,0,0,0,1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
77278,AD14,0,High School,Male,15,No information,No information,No information,No information,No information,Yes,Yes,Yes,TEC,Local,No information,Does not apply,High school,PBB,RO,85,1214,0,0,,Does not apply,1,1,"0,45",Traditional,0,"0,449974238",High cost,School 146,No information,No information,,,,0,1,1,0,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply
88459,AD18,0,Undergraduate,Female,18,Undergraduate degree,Received undergraduate degree,Undergraduate degree,Received undergraduate degree,Undergraduate degree,No,No,No,NO TEC,Yes: National,No information,No,EHE-EAAD,LCD,RO,98,1384,0,6,50,28,1,"1,08","0,25",Traditional,"0,25","0,5",Low cost,School 8136,No information,No information,,,,0,Does not apply,Does not apply,Does not apply,0,0,0,0,0,0
